PG.ProteinAccessions,NP1_1,NP1_2,NP1_3,NP1_4,NP1_5,NP2_1,NP2_2,NP2_3,NP2_4,NP2_5,NP3_1,NP3_2,NP3_3,NP3_4,NP3_5,NP4_1,NP4_2,NP4_3,NP4_4,NP4_5,NP5_1,NP5_2,NP5_3,NP5_4,NP5_5,NP6_1,NP6_2,NP6_3,NP6_4,NP6_5
P51153,114426.421875,113652.180783782,114239.189353172,113836.282143701,113577.673470467,110333.9453125,109988.004273698,110649.178483021,109377.911427021,110105.687923692,122979.0390625,122791.481924929,122338.564588442,122819.475675222,122786.103638574,99700.109375,99500.0251911692,98736.0571188033,98925.7624874003,99224.2990437075,74335.6640625,74186.9378436543,73375.7810040563,73671.4998308755,74159.0420670994,58952.515625,58688.0058162622,58958.1086287051,58826.3542010225,59478.9405866303
P51157,29556.73828125,30448.9934436046,30324.7722006403,28578.8136027753,30466.8654413894,18649.873046875,17814.2251867987,19089.8911419511,18779.7803866863,18784.3805777095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76518.3125,75556.6630201899,76087.0066379681,76998.0072822906,77403.4669130594
P51159,308704.71875,308517.670186266,308540.999665421,308098.283604749,307872.017994087,241691.21875,241019.746728621,242491.248055741,241071.117538407,241771.072750825,457181.40625,456297.807681151,457337.989124246,457952.37766277,456747.831526455,468954.96875,469268.96986923,468586.628567882,469698.854149308,469192.899484176,231217.84375,231968.196583886,230748.80807006,230557.526020773,231083.683184322,209754.671875,209828.726927828,210082.382577084,209190.807008263,209474.098606579
P51398,108258.625,107375.352684159,108402.090009984,108328.787015967,109190.498106398,111017.5,110527.826497722,111586.640644744,110851.966761909,110136.888202205,115779.3828125,116395.393635321,116707.155522134,116235.297964595,116245.141240478,113528.515625,112575.226522703,114330.527110677,114043.942345027,114019.118143432,78003.703125,78116.3207508549,78918.3300497867,78926.9614077099,78156.3053375036,81031.5390625,80604.9957009926,80357.3109852113,80803.9408996664,80040.0274642706
P51451,17813.84765625,18179.1294937767,17854.2190886848,16884.7070284002,18534.8657517508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90627.078125,90474.4438628927,89978.1126600951,91585.2465585135,89872.9842833504,13191.0234375,12385.9927996136,13898.4470113255,13500.0276623368,13558.8065369129,97052.296875,96059.0267544165,96381.7317066267,97264.1501538008,96647.9198913574
P51452,189288.09375,189096.994761944,189847.732695386,188356.158183523,190108.002460662,225424.78125,226014.685904771,225192.792175502,226371.258086689,226211.644342333,117300.734375,116432.344944078,116444.650253143,118262.362903312,117521.773892783,135401.59375,135359.281511169,134889.954863705,134692.285956006,135002.608290531,115924.2265625,116461.495070726,115624.989313081,116112.764034428,116287.681060851,153704.390625,154043.975424949,152900.717715263,153213.881688654,154352.702123109
P51531,134825.1875,133989.433110125,135571.682914525,134140.028723881,134822.129344933,136472.171875,135816.756220818,137449.699042648,136018.866206337,135930.318632446,159430.015625,158472.734561689,159082.539571017,159896.701522205,159171.696035691,136245.109375,136420.515013292,136119.307692062,136156.08854349,136851.983971793,91057.6171875,90892.4078885466,90331.9518947974,91613.6890235357,91139.9524472654,85329.7265625,85025.0199834257,85464.9800636247,84853.8118169084,85608.8804473542
P51532,287360.0625,286999.746243007,286512.67881785,286905.244808182,288085.114214573,284637.25,284073.427619267,284815.993725643,285401.033775736,285228.671275865,288970.6875,288425.396176785,288679.466610108,289213.640614212,288569.005482163,291276.65625,290660.445571408,291283.676091112,292201.163017653,292276.64363477,204873.203125,204123.493052702,204100.240960866,205540.310397893,203884.797597453,212451.28125,211755.948863935,213092.672642797,212668.375755206,211595.65394466
P51553,96525.2734375,96591.1384531111,96216.3809438981,96914.1812397912,96699.2276952416,54564.2421875,53694.9538174868,53880.6865486167,55254.0412396975,54028.6596259885,112773.3515625,112507.84171588,112561.493888788,112989.226393227,112503.152594727,113165.65625,112191.493578285,113589.266132127,113572.537741654,112572.819510039,93576.359375,92608.7736958563,92825.7094594575,93577.335104432,93540.8904800117,34470.3984375,33946.1529224999,34735.0179541744,34276.7466467693,33988.8075741827
P51570,265759.5625,264984.016092673,265846.114945777,265449.160730645,265626.478331342,324747.65625,324506.231760234,324740.214154217,324120.389905386,324069.22923224,312933.28125,313646.695922296,313357.664893549,313282.083236314,313817.033892199,307640.75,308250.916682396,307522.585990585,308523.620309986,307026.343009647,246158.15625,246496.480284587,245837.9786097,246965.799389735,246598.36628833,250400.8125,249406.134162407,250641.218860477,250013.125924703,251362.67551345
P51571,446473.75,445636.481620949,446149.797794055,446566.954965349,446787.412936911,460273.28125,459898.19890013,461100.352164675,460813.227331117,461264.4765017,457847.8125,457109.046241418,457911.415815968,458006.7386177,458814.958925974,459226.03125,458641.952042148,458329.492529999,458423.442552477,460011.543431465,292222.09375,293012.414071918,291343.25395266,292959.450205997,291320.871402252,274798.25,275569.832096349,275228.041999981,275288.560758352,274073.447387207
P51572,680089.4375,680858.048254982,679797.933688279,680697.362830289,680412.540399827,713140.3125,713818.096362688,713532.11945219,713933.053584006,713051.295944657,683611,683072.662006564,683234.016998637,683482.412210632,682992.431047339,686256.125,685620.724229302,687023.524653792,685416.719128072,685444.817799769,464829.21875,465770.408116858,465315.770931654,463910.352351256,465084.352962319,368036.5,368658.057840146,368548.945611879,367872.435160983,367670.580708027
P51606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51608,151526.875,151528.437820282,150787.368043344,152205.34805024,152386.101239845,174473.4375,173908.972362336,175258.78630979,174142.116799299,175216.142094042,147422.578125,147373.079202343,147172.008387949,147170.617443249,147709.673461709,147047.53125,147441.15613687,146288.690419935,146881.609046433,146315.648104597,104649.953125,103966.332528695,104118.721838996,104855.993175834,105335.684661243,102375.8046875,103091.402908437,102609.455023076,101804.91524341,103142.083749291
P51610,628580.25,628841.04885615,628693.535082392,629567.639651593,629347.440030776,644679.125,644503.501334902,643894.643189594,645624.458908778,644645.774852693,614385.5625,613929.786489826,614086.182370331,613990.467197277,614296.128668372,633768,634356.209201582,633003.565804876,633459.425446887,633886.985061068,464358.09375,464609.917001136,463944.955565304,463445.35689595,464781.066709932,452359.59375,452340.285771083,451816.135522932,451482.099688634,452726.499621779
P51617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51648,154200.96875,154024.521541961,154836.859082051,153216.243587147,154609.368573122,181640.40625,181593.676498603,182456.727961987,182022.499329388,181850.645069011,217319.96875,217939.635529414,217131.105543345,216553.949716266,217870.52697758,233551.9375,233988.911638953,232589.644744046,234372.496142503,232815.338755943,130435.78125,131290.298856087,130789.100473505,130697.402900774,129704.082729984,58430.92578125,57631.9214276671,57619.8806905821,57580.3575449325,58809.8736124747
P51649,221393.390625,222314.653595194,220462.049077947,221575.154916599,221037.904077426,223592.40625,223361.692943539,222927.020712685,223429.304944281,222977.28914481,216723.109375,217348.438247818,217332.9475138,217260.489314575,217027.544093098,218974.46875,218938.474279881,219332.120486587,218076.126418594,218670.007722504,150822.875,151599.901387863,150016.115943365,151008.383382972,150581.624939967,157096.734375,157772.920113295,157377.710489329,156272.61050209,156512.946145382
P51659,288342.71875,289120.600118995,287602.926551126,288005.781332258,288837.590594072,304233.75,304296.771038193,304447.639512699,304336.644464508,304325.407766607,310717.53125,310304.534247752,311079.940756924,311198.945757609,310750.719483152,328448.59375,328955.666740295,328679.067476988,327789.483764544,329153.410399668,223258.828125,223835.075755641,222942.382379938,224168.994504064,222563.488104418,224970.40625,225851.80677231,223988.03722709,225925.280711051,225344.919581335
P51665,417357.3125,417086.928105436,416449.482348736,417439.442515828,416674.099551503,425529.125,425379.711785935,426497.327550896,426126.357962027,424848.04898186,411530.46875,411670.652845595,411434.476340842,412059.098411072,411610.113232117,431808.59375,432652.865408454,432322.936177254,430945.158778224,431614.78097178,278199.53125,277590.344592296,277762.997303456,278200.983767696,278405.730551407,297965.3125,297401.083794869,298220.803834945,297581.200729571,297784.512023423
P51668;Q9Y2X8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51692,114520.34375,114392.728743825,114640.6008147,114723.812358204,114242.326739926,46557.87890625,47539.4908775277,46470.7632189319,47509.4413690902,46085.8248340599,114748.421875,114614.762703594,115086.586767513,115581.481459722,115727.616984103,124602.8984375,123625.475960288,123786.565880261,123938.743330974,124731.933750182,80173.21875,80218.7970290668,80292.3806985617,79631.1259619668,79898.1398307495,70699.9375,71346.1859337389,71506.9270505905,70062.6843426712,71234.2340684831
P51784,223446.28125,223213.085595883,224076.3470916,222841.264336735,222641.192216791,216811.96875,217639.653726161,216279.897464585,217529.109528899,216201.246494107,252214.421875,252358.871330198,251802.080322679,253191.670847282,252392.150695127,251595.75,252059.744588703,252376.710786622,251548.85603315,250685.401832357,165499.53125,166378.726544343,166099.19775093,164888.310140949,165939.081684239,145831.5625,146156.425911486,145875.207270514,144922.640419118,144880.507109705
P51798,36836.3203125,36692.1172368266,37534.6637021676,37224.648236569,36707.8790909536,61253.67578125,61568.5025570579,61028.3508087173,60926.4539131559,62013.6807785034,72585.65625,72952.2133754678,71660.418450471,71858.8936288022,72372.8796663806,70928.2578125,70072.8347620331,71205.7417763732,69963.7613862157,70098.8416003399,44794.33984375,44924.123538848,43899.836326208,44563.8743901663,44358.6094846986,43049.8359375,42455.7515531145,42349.0429655015,42259.5801106021,43378.846201051
P51808,NA,NA,NA,NA,NA,74058.4453125,73079.6154560037,74289.8733061254,74655.9749771357,73213.6291143931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51809,124007.8671875,124447.87358563,123763.076359179,123822.363967314,124776.205967419,113274.9140625,112657.064071309,112705.674699891,113826.106623664,112306.838560302,136493.90625,136657.806318961,136540.74508395,135670.173562374,135558.036983721,133093.234375,133607.397982731,132434.568343099,133254.802990586,134000.072337102,83171.2578125,83658.7300640233,83959.8313593008,82758.2332063168,82781.3531714194,73646.953125,72937.7668746561,72962.4463263713,73285.1762976311,74447.1927224472
P51812,163588.15625,163500.413332295,162778.077582989,163718.186697617,162959.719400547,160939.59375,161067.743082944,161910.188429005,160413.372547314,161897.686934046,165389.328125,165662.090577718,164458.579162668,164914.061314028,164906.654925153,158748.625,158876.13427452,157924.150123253,159678.267466363,159509.590339374,112644.9375,113247.761642668,113616.98568204,113325.361758113,113508.799505994,117829.59375,118323.301471587,118493.401692532,117725.364231322,117197.923407707
P51816,109912.4921875,109845.430605385,109928.010792278,109754.852936409,109302.940210599,115081.9609375,115391.457937218,114320.741124012,114554.681899052,115956.401996806,112636.65625,112262.532008938,113137.833757453,113268.799804278,111931.141888384,111068.9375,110339.312852819,110666.168601245,110149.974666063,110695.445371784,79277.71875,79679.0006399937,78511.8481690846,78485.2115378566,79641.1578945667,89806.0078125,89657.2058133334,88837.2667578533,90435.2574732639,89810.5690169632
P51817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51858,674009,673367.701392077,674345.692452896,673197.014324754,673173.610717911,736175.0625,735862.579537615,736453.762835417,735270.873640724,735806.198195614,777897.25,778027.974378861,778471.629008263,778629.355775271,778256.022245701,771402.25,770580.537596907,770500.839656875,770567.346679702,772023.662105858,487308.90625,487439.539930616,487195.730268788,487008.519989271,487079.884142447,352385.875,353282.760018796,352532.663613871,352167.431404196,352778.0163715
P51884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51946,NA,NA,NA,NA,NA,44576.22265625,43946.2819136232,44837.6128226072,44571.7812659703,43757.5162522979,53817.98046875,54803.3579597361,53215.2468343377,54625.1668925509,54583.8891812712,37072.58203125,37842.7074189521,36795.7582526132,36541.0757028721,36834.417989593,36821.91796875,36332.5089164488,37446.1934803464,36913.0564573631,37629.1430377811,38546.27734375,39275.5526639409,39429.165325582,37654.4977878109,39089.7226515114
P51948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51965;Q969T4;Q96LR5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51970,1067808.875,1068661.43277743,1068384.03731807,1066905.39634031,1068330.59505083,743260.6875,742956.737193506,742934.84625569,744005.7620143,742395.312303439,1068219.125,1067689.43283026,1069199.92028892,1067872.43682024,1068486.55706149,994674.75,993761.908834562,993840.304185398,993806.634444039,995472.51132293,617705.1875,617404.355049144,617914.514841523,617353.518967528,618572.848531429,359395.375,359336.96277548,358518.60215437,358766.9489646,358974.687776681
P51991,2788914,2787990.46093285,2789681.86126383,2789220.76409742,2789794.96927851,2737186.5,2737561.59359373,2737488.57651434,2736657.51714835,2737877.37041216,2969051,2968780.24042912,2969427.24067254,2969793.54832417,2969081.30533856,2981340,2981736.42962813,2981260.60331348,2981202.26814333,2981696.54164804,1824363,1823791.79261496,1824302.36487893,1824121.42145318,1824401.18095382,1696412.5,1695792.81518599,1696239.00909573,1696266.70950036,1696028.34490817
P52209,1466096.125,1466311.18134533,1465437.75667188,1466565.35551868,1466612.98175606,1483564.875,1483787.56375875,1482829.94848893,1483904.94654964,1482731.23965816,1427400,1427348.2652531,1426878.0027736,1428044.65890219,1427046.33343648,1406481.25,1406499.50036015,1406119.05860649,1406082.75172887,1406879.92699705,933165.9375,934099.587126095,933892.033231836,933663.58009113,932836.239912007,915207.125,916055.332869567,915855.255228277,915167.718339056,914526.143399343
P52272,4680862.5,4681777.1768814,4681800.26268698,4681366.73120474,4680195.37985809,4429829,4429429.9280365,4428959.42330882,4429009.17780269,4429464.64164657,4622278,4622169.42200164,4623146.27765591,4622537.63587547,4622879.81192635,4791272.5,4791371.40739294,4790758.77669783,4791830.67999505,4791958.05187248,2931067.5,2930268.37761478,2930926.16947146,2931609.70455792,2930126.75806193,2884625.75,2885484.77001103,2883828.62855389,2883641.77962334,2885574.81674745
P52292,166614.453125,166406.70577595,166817.952328082,166390.420663822,167106.442939211,160110.703125,160326.091526411,159960.984492544,159724.245274775,161082.519460339,168196.59375,168412.783186149,167428.75361602,168813.469745882,168824.040220782,176250.75,176127.785938203,176764.233667746,177202.899208635,175274.391751613,116669.8046875,117029.026634879,117388.457930069,116629.209786076,116540.634251088,117447.703125,117340.018330187,116578.924345363,117545.992296234,117398.490431763
